,date,day,expiry,DTE,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME
370,2020-07-17,Friday,2020-07-23,6,10750,P,76.15,14:05:00,145.15,0.1,2020-07-23,15:25:00,0,EOD exit,76.05000000000001,0.7625000000000001,434.7826086956522,32733.69565217392,3.2733695652173918,2020,7,80.05,0.05,3.3086956521739137,58.42391304347826,2020-07-17 14:05:00
72,2020-07-27,Monday,2020-07-30,3,11250,C,40.25,09:45:00,83.25,83.25,2020-07-28,12:45:00,0,SL hit,-43.0,1.235,697.6744186046511,-30861.62790697674,-3.086162790697674,2020,7,83.45,36.5,0.2616279069767442,98.11046511627906,2020-07-27 09:45:00
371,2020-07-28,Tuesday,2020-07-30,2,11150,P,62.5,09:25:00,100.0,47.95,2020-07-30,15:25:00,0,EOD exit,14.549999999999997,1.1045,800.0,10756.399999999998,1.0756399999999997,2020,7,78.5,1.25,4.9,111.5,2020-07-28 09:25:00
73,2020-07-29,Wednesday,2020-07-30,1,11300,C,28.85,14:05:00,86.95,0.05,2020-07-30,15:25:00,0,EOD exit,28.8,0.28900000000000003,516.3511187607573,14721.686746987953,1.4721686746987952,2020,7,34.45,0.05,1.487091222030981,72.93459552495698,2020-07-29 14:05:00
74,2020-07-31,Friday,2020-08-06,6,11150,C,72.0,13:25:00,116.95,50.5,2020-08-06,15:25:00,0,EOD exit,21.5,1.225,667.4082313681869,13531.701890989987,1.3531701890989987,2020,8,108.95,7.7,4.291434927697441,93.02002224694105,2020-07-31 13:25:00
372,2020-08-05,Wednesday,2020-08-06,1,11150,P,40.8,09:25:00,75.5,75.5,2020-08-05,11:55:00,0,SL hit,-34.7,1.163,864.5533141210374,-31005.475504322763,-3.1005475504322764,2020,8,124.4,29.1,1.0115273775216134,120.49711815561959,2020-08-05 09:25:00
373,2020-08-10,Monday,2020-08-13,3,11250,P,68.25,09:25:00,90.3,0.05,2020-08-13,15:25:00,0,EOD exit,68.2,0.6829999999999999,1360.544217687075,91859.86394557824,9.185986394557824,2020,8,88.1,0.05,9.278911564625853,191.3265306122449,2020-08-10 09:25:00
75,2020-08-13,Thursday,2020-08-13,0,11350,C,12.5,11:35:00,42.0,0.05,2020-08-13,15:25:00,0,EOD exit,12.45,0.1255,1016.9491525423729,12533.389830508473,1.2533389830508472,2020,8,15.15,0.05,1.2661016949152541,144.27966101694915,2020-08-13 11:35:00
374,2020-08-14,Friday,2020-08-20,6,11350,P,83.8,12:05:00,117.3,117.3,2020-08-14,13:25:00,0,SL hit,-33.5,2.011,895.5223880597015,-31800.895522388062,-3.180089552238806,2020,8,121.0,75.0,0.7880597014925371,127.05223880597016,2020-08-14 12:05:00
76,2020-08-14,Friday,2020-08-20,6,11400,C,53.75,13:15:00,79.0,79.0,2020-08-19,09:15:00,0,SL hit,-25.25,1.3275000000000001,1188.118811881188,-31577.227722772277,-3.157722772277228,2020,8,81.2,17.5,4.306930693069307,169.3069306930693,2020-08-14 13:15:00
375,2020-08-18,Tuesday,2020-08-20,2,11250,P,51.9,09:25:00,71.55,0.05,2020-08-20,15:25:00,0,EOD exit,51.85,0.5195,1526.7175572519086,78367.17557251909,7.836717557251909,2020,8,55.65,0.05,7.916030534351146,214.6946564885497,2020-08-18 09:25:00
376,2020-08-24,Monday,2020-08-27,3,11400,P,61.4,09:15:00,76.3,0.05,2020-08-27,15:25:00,0,EOD exit,61.35,0.6144999999999999,1754.3859649122808,106553.50877192983,10.655350877192983,2020,8,63.9,0.05,10.763157894736842,250.0,2020-08-24 09:15:00
377,2020-08-28,Friday,2020-09-03,6,11600,P,69.25,11:35:00,104.95,104.95,2020-08-31,11:35:00,0,SL hit,-35.7,1.742,840.3361344537815,-31463.865546218487,-3.1463865546218486,2020,8,125.0,22.3,3.9453781512605044,121.84873949579831,2020-08-28 11:35:00
77,2020-09-02,Wednesday,2020-09-03,1,11500,C,42.7,10:25:00,71.45,71.45,2020-09-02,14:15:00,0,SL hit,-28.75,1.1415000000000002,1043.4782608695652,-31191.13043478261,-3.119113043478261,2020,9,89.5,39.65,0.3182608695652179,150.0,2020-09-02 10:25:00
378,2020-09-02,Wednesday,2020-09-03,1,11450,P,30.75,14:05:00,76.35,0.05,2020-09-03,15:25:00,0,EOD exit,30.7,0.308,657.8947368421053,19994.736842105263,1.9994736842105263,2020,9,30.75,0.05,2.0197368421052633,94.16118421052633,2020-09-02 14:05:00
78,2020-09-04,Friday,2020-09-10,6,11400,C,84.5,14:35:00,148.2,49.55,2020-09-10,15:25:00,0,EOD exit,34.95,1.3405000000000002,470.95761381475677,15828.649921507069,1.582864992150707,2020,9,99.0,3.15,3.8312401883830463,67.11145996860284,2020-09-04 14:35:00
379,2020-09-08,Tuesday,2020-09-10,2,11350,P,66.6,10:15:00,97.75,97.75,2020-09-08,14:55:00,0,SL hit,-31.150000000000006,1.6435,963.0818619582662,-31582.825040128413,-3.1582825040128415,2020,9,102.65,43.4,2.2343499197431775,136.63723916532902,2020-09-08 10:15:00
380,2020-09-10,Thursday,2020-09-10,0,11350,P,28.7,09:25:00,45.6,0.1,2020-09-10,15:25:00,0,EOD exit,28.599999999999998,0.28800000000000003,1762.1145374449338,49888.986784140965,4.988898678414096,2020,9,31.8,0.05,5.048458149779735,250.0,2020-09-10 09:25:00
381,2020-09-14,Monday,2020-09-17,3,11500,P,59.55,10:15:00,81.0,81.0,2020-09-14,13:55:00,0,SL hit,-21.450000000000003,1.4055000000000002,1398.6013986013984,-31965.734265734263,-3.1965734265734262,2020,9,101.65,53.75,0.8111888111888106,201.04895104895098,2020-09-14 10:15:00
79,2020-09-14,Monday,2020-09-17,3,11550,C,44.15,14:05:00,81.5,81.5,2020-09-16,14:55:00,0,SL hit,-37.35,1.2565000000000002,803.2128514056225,-31009.236947791167,-3.100923694779117,2020,9,85.0,29.1,1.2088353413654618,115.96385542168674,2020-09-14 14:05:00
382,2020-09-15,Tuesday,2020-09-17,2,11450,P,40.1,14:25:00,80.0,0.05,2020-09-17,15:25:00,0,EOD exit,40.050000000000004,0.40149999999999997,751.8796992481203,29810.902255639103,2.9810902255639102,2020,9,43.5,0.05,3.0112781954887224,107.61278195488724,2020-09-15 14:25:00
383,2020-09-18,Friday,2020-09-24,6,11550,P,79.95,13:35:00,112.7,112.7,2020-09-18,14:15:00,0,SL hit,-32.75,1.9265,916.0305343511451,-31764.73282442748,-3.176473282442748,2020,9,125.0,72.0,0.7282442748091607,132.25190839694656,2020-09-18 13:35:00
80,2020-09-18,Friday,2020-09-24,6,11600,C,57.3,14:15:00,90.75,0.1,2020-09-24,15:25:00,0,EOD exit,57.199999999999996,0.574,896.8609865470851,50785.650224215235,5.0785650224215235,2020,9,62.15,0.05,5.134529147982062,130.04484304932734,2020-09-18 14:15:00
384,2020-09-25,Friday,2020-10-01,6,10900,P,91.55,12:05:00,152.5,0.05,2020-10-01,15:25:00,0,EOD exit,91.5,0.9159999999999999,492.20672682526657,44586.05414273995,4.458605414273995,2020,10,98.7,0.05,4.5036915504511885,67.06316652994258,2020-09-25 12:05:00
81,2020-09-30,Wednesday,2020-10-01,1,11250,C,34.95,09:45:00,64.0,64.0,2020-09-30,10:35:00,0,SL hit,-29.049999999999997,0.9895,1032.7022375215147,-31021.858864027537,-3.102185886402754,2020,9,66.95,30.5,0.45955249569707435,145.223752151463,2020-09-30 09:45:00
385,2020-10-05,Monday,2020-10-08,3,11450,P,51.1,11:05:00,95.15,0.05,2020-10-08,15:25:00,0,EOD exit,51.050000000000004,0.5115,681.0442678774119,34418.95573212259,3.4418955732122587,2020,10,89.15,0.05,3.476730987514188,97.47446083995457,2020-10-05 11:05:00
386,2020-10-09,Friday,2020-10-15,6,11850,P,88.1,11:05:00,147.4,147.4,2020-10-15,14:05:00,0,SL hit,-59.30000000000001,2.355,505.90219224283294,-31191.39966273187,-3.119139966273187,2020,10,149.1,2.0,4.355817875210791,74.93676222596962,2020-10-09 11:05:00
82,2020-10-14,Wednesday,2020-10-15,1,11950,C,34.0,09:25:00,64.45,64.45,2020-10-14,14:55:00,0,SL hit,-30.450000000000003,0.9845,985.2216748768471,-30969.950738916254,-3.0969950738916254,2020,10,74.0,15.75,1.798029556650246,147.16748768472905,2020-10-14 09:25:00
387,2020-10-19,Monday,2020-10-22,3,11850,P,82.0,09:45:00,109.85,0.05,2020-10-22,15:25:00,0,EOD exit,81.95,0.8205,1077.1992818671456,87392.6391382406,8.73926391382406,2020,10,107.0,0.05,8.827648114901258,159.56014362657095,2020-10-19 09:45:00
83,2020-10-21,Wednesday,2020-10-22,1,12000,C,25.35,13:15:00,67.5,0.05,2020-10-22,15:25:00,0,EOD exit,25.3,0.254,711.7437722419929,17826.334519572956,1.7826334519572957,2020,10,34.45,0.05,1.8007117437722424,106.76156583629893,2020-10-21 13:15:00
388,2020-10-23,Friday,2020-10-29,6,11950,P,100.0,12:55:00,130.8,130.8,2020-10-26,09:15:00,0,SL hit,-30.80000000000001,2.3080000000000003,974.0259740259737,-32248.051948051947,-3.224805194805195,2020,10,141.85,92.1,0.7694805194805198,145.49512987012983,2020-10-23 12:55:00
84,2020-10-26,Monday,2020-10-29,3,11950,C,71.3,09:15:00,117.7,0.05,2020-10-29,15:25:00,0,EOD exit,71.25,0.7134999999999999,646.5517241379309,45605.49568965517,4.560549568965517,2020,10,77.1,0.05,4.606681034482758,96.57866379310343,2020-10-26 09:15:00
389,2020-10-27,Tuesday,2020-10-29,2,11800,P,62.25,13:05:00,137.2,137.2,2020-10-28,13:55:00,0,SL hit,-74.94999999999999,1.9945,400.26684456304207,-30798.33222148099,-3.079833222148099,2020,10,149.65,33.25,1.1607738492328221,59.0393595730487,2020-10-27 13:05:00
85,2020-10-30,Friday,2020-11-05,6,11700,C,121.9,11:25:00,179.0,166.35,2020-11-03,09:15:00,0,Gap SL hit,-44.44999999999999,2.8825,525.3940455341507,-24868.213660245183,-2.486821366024518,2020,11,209.9,85.15,1.9308231173380037,76.83887915936954,2020-10-30 11:25:00
390,2020-11-03,Tuesday,2020-11-05,2,11700,P,96.05,09:25:00,118.75,0.05,2020-11-05,15:25:00,0,EOD exit,96.0,0.961,1321.5859030837003,125602.2026431718,12.560220264317179,2020,11,111.6,0.05,12.687224669603522,193.28193832599118,2020-11-03 09:25:00
86,2020-11-04,Wednesday,2020-11-05,1,11800,C,95.2,13:05:00,177.0,239.25,2020-11-05,09:15:00,0,Gap SL hit,-144.05,3.3445,366.7481662591687,-54056.662591687054,-5.405666259168705,2020,11,274.65,69.9,0.9278728606356969,54.09535452322739,2020-11-04 13:05:00
391,2020-11-06,Friday,2020-11-12,6,12150,P,82.55,13:25:00,139.5,0.1,2020-11-12,15:25:00,0,EOD exit,82.45,0.8264999999999999,526.7778753292362,42997.45390693591,4.299745390693591,2020,11,97.0,0.05,4.345917471466198,80.00438981562775,2020-11-06 13:25:00
392,2020-11-13,Friday,2020-11-19,6,12650,P,73.05,13:55:00,137.6,0.05,2020-11-19,15:25:00,0,EOD exit,73.0,0.731,464.75600309837336,33587.451587916345,3.3587451587916344,2020,11,82.3,0.05,3.392718822618126,73.48954298993029,2020-11-13 13:55:00
87,2020-11-18,Wednesday,2020-11-19,1,12900,C,32.75,11:05:00,57.0,57.0,2020-11-18,13:45:00,0,SL hit,-24.25,0.8975,1237.1134020618556,-31110.309278350516,-3.1110309278350514,2020,11,62.3,23.75,1.1134020618556701,199.4845360824742,2020-11-18 11:05:00
88,2020-11-20,Friday,2020-11-26,6,12850,C,71.8,11:05:00,118.8,118.8,2020-11-20,13:45:00,0,SL hit,-47.0,1.906,638.2978723404256,-31216.59574468085,-3.1216595744680853,2020,11,119.95,65.0,0.43404255319148927,102.52659574468086,2020-11-20 11:05:00
393,2020-11-24,Tuesday,2020-11-26,2,13000,P,70.8,09:55:00,98.95,98.95,2020-11-25,13:55:00,0,SL hit,-28.150000000000006,1.6975,1065.7193605683835,-31809.058614564834,-3.180905861456483,2020,11,124.6,23.5,5.040852575488454,173.17939609236234,2020-11-24 09:55:00
394,2020-11-27,Friday,2020-12-03,6,13000,P,93.15,12:25:00,136.5,136.5,2020-11-27,14:45:00,0,SL hit,-43.349999999999994,2.2965,692.0415224913496,-31589.273356401387,-3.158927335640139,2020,11,149.35,87.8,0.37024221453287265,112.45674740484431,2020-11-27 12:25:00
395,2020-12-01,Tuesday,2020-12-03,2,13050,P,107.8,09:45:00,150.55,0.05,2020-12-03,15:25:00,0,EOD exit,107.75,1.0785,701.7543859649121,74857.19298245612,7.485719298245612,2020,12,117.45,0.05,7.561403508771929,114.47368421052629,2020-12-01 09:45:00
89,2020-12-02,Wednesday,2020-12-03,1,13150,C,28.7,12:55:00,80.0,0.05,2020-12-03,15:25:00,0,EOD exit,28.65,0.28750000000000003,584.7953216374269,16586.25730994152,1.6586257309941521,2020,12,54.9,0.05,1.675438596491228,96.12573099415205,2020-12-02 12:55:00
396,2020-12-04,Friday,2020-12-10,6,13150,P,56.7,14:35:00,103.2,0.05,2020-12-10,15:25:00,0,EOD exit,56.650000000000006,0.5675,645.1612903225806,36182.25806451613,3.618225806451613,2020,12,59.9,0.05,3.6548387096774193,106.04838709677418,2020-12-04 14:35:00
90,2020-12-10,Thursday,2020-12-10,0,13500,C,19.5,09:25:00,50.0,0.05,2020-12-10,15:25:00,0,EOD exit,19.45,0.1955,983.6065573770492,18938.852459016394,1.8938852459016393,2020,12,20.3,0.05,1.9131147540983606,165.98360655737704,2020-12-10 09:25:00
91,2020-12-11,Friday,2020-12-17,6,13550,C,63.75,14:15:00,121.1,121.1,2020-12-14,09:15:00,0,SL hit,-57.349999999999994,1.8485,523.1037489102006,-30966.957279860508,-3.0966957279860505,2020,12,122.0,61.15,0.13600697471665224,88.60069747166521,2020-12-11 14:15:00
92,2020-12-15,Tuesday,2020-12-17,2,13550,C,52.85,09:55:00,92.3,92.3,2020-12-15,13:55:00,0,SL hit,-39.449999999999996,1.4515,760.4562737642586,-31103.802281368822,-3.110380228136882,2020,12,97.75,44.5,0.634980988593156,128.8022813688213,2020-12-15 09:55:00
397,2020-12-16,Wednesday,2020-12-17,1,13650,P,62.2,10:55:00,77.9,77.9,2020-12-16,12:45:00,0,SL hit,-15.700000000000003,1.4010000000000002,1465.201465201465,-25056.410256410258,-2.505641025641026,2020,12,83.25,52.55,1.4139194139194144,249.99999999999994,2020-12-16 10:55:00
398,2020-12-17,Thursday,2020-12-17,0,13700,P,46.05,09:15:00,65.05,0.05,2020-12-17,15:25:00,0,EOD exit,46.0,0.46099999999999997,1459.8540145985403,66480.29197080292,6.648029197080292,2020,12,50.3,0.05,6.715328467153285,250.00000000000006,2020-12-17 09:15:00
399,2020-12-18,Friday,2020-12-24,6,13750,P,91.2,14:05:00,149.8,149.8,2020-12-21,12:55:00,0,SL hit,-58.60000000000001,2.41,511.9453924914675,-31233.788395904434,-3.123378839590443,2020,12,151.7,74.75,0.8421501706484641,87.99061433447098,2020-12-18 14:05:00
93,2020-12-21,Monday,2020-12-24,3,13750,C,68.25,09:15:00,98.0,98.0,2020-12-21,10:35:00,0,SL hit,-29.75,1.6625,1008.4033613445379,-31676.470588235297,-3.1676470588235297,2020,12,101.2,64.25,0.40336134453781514,173.31932773109244,2020-12-21 09:15:00
94,2020-12-21,Monday,2020-12-24,3,13800,C,40.25,12:55:00,73.15,0.05,2020-12-24,15:25:00,0,EOD exit,40.2,0.40299999999999997,911.8541033434649,36289.05775075988,3.628905775075988,2020,12,45.2,0.05,3.6656534954407287,157.2948328267477,2020-12-21 12:55:00
400,2020-12-23,Wednesday,2020-12-24,1,13450,P,42.5,10:15:00,87.75,0.05,2020-12-24,15:25:00,0,EOD exit,42.45,0.4255,662.9834254143647,27861.54696132597,2.786154696132597,2020,12,48.25,0.05,2.8143646408839778,111.46408839779005,2020-12-23 10:15:00
401,2020-12-28,Monday,2020-12-31,3,13800,P,66.45,12:05:00,94.4,0.05,2020-12-31,15:25:00,0,EOD exit,66.4,0.665,1073.345259391771,70556.35062611806,7.055635062611806,2020,12,67.65,0.05,7.127012522361359,185.15205724508047,2020-12-28 12:05:00
95,2020-12-30,Wednesday,2020-12-31,1,14000,C,34.2,12:15:00,60.0,0.05,2020-12-31,15:25:00,0,EOD exit,34.150000000000006,0.3425,1162.7906976744187,39311.046511627916,3.9311046511627916,2020,12,42.0,0.05,3.9709302325581404,203.48837209302326,2020-12-30 12:15:00
402,2021-01-01,Friday,2021-01-07,6,13950,P,77.7,12:25:00,116.45,0.05,2021-01-07,15:25:00,0,EOD exit,77.65,0.7775,774.1935483870968,59514.193548387106,5.951419354838711,2021,1,116.35,0.05,6.011612903225807,135.0,2021-01-01 12:25:00
96,2021-01-04,Monday,2021-01-07,3,14150,C,39.95,10:55:00,74.0,74.0,2021-01-04,15:15:00,0,SL hit,-34.05,1.1395,881.057268722467,-31003.96475770925,-3.1003964757709253,2021,1,78.4,33.65,0.5550660792951545,155.83700440528634,2021-01-04 10:55:00
403,2021-01-08,Friday,2021-01-14,6,14250,P,99.2,11:45:00,127.4,0.05,2021-01-14,15:25:00,0,EOD exit,99.15,0.9925,1063.8297872340424,104422.87234042551,10.442287234042553,2021,1,105.15,0.05,10.547872340425531,189.4946808510638,2021-01-08 11:45:00
97,2021-01-15,Friday,2021-01-21,6,14600,C,83.6,13:45:00,146.0,146.0,2021-01-21,13:25:00,0,SL hit,-62.400000000000006,2.296,480.7692307692307,-31103.846153846156,-3.1103846153846155,2021,1,150.0,18.35,3.137019230769231,87.7403846153846,2021-01-15 13:45:00
404,2021-01-19,Tuesday,2021-01-21,2,14350,P,69.15,10:05:00,105.1,0.05,2021-01-21,15:25:00,0,EOD exit,69.10000000000001,0.6920000000000001,834.4923504867875,57085.952712100174,5.708595271210017,2021,1,73.75,0.05,5.766342141863702,149.68706536856752,2021-01-19 10:05:00
98,2021-01-22,Friday,2021-01-28,6,14600,C,96.95,11:05:00,140.85,0.05,2021-01-28,15:25:00,0,EOD exit,96.9,0.97,683.3712984054671,65555.80865603646,6.555580865603646,2021,1,105.65,0.05,6.621867881548976,124.71526195899773,2021-01-22 11:05:00
405,2021-02-01,Monday,2021-02-04,3,13750,P,127.45,11:45:00,252.85,0.05,2021-02-04,15:25:00,0,EOD exit,127.4,1.2750000000000001,239.23444976076556,30173.444976076556,3.0173444976076556,2021,2,183.4,0.05,3.047846889952153,41.118421052631575,2021-02-01 11:45:00
99,2021-02-04,Thursday,2021-02-04,0,14800,C,21.55,09:25:00,48.75,48.75,2021-02-04,11:15:00,0,SL hit,-27.2,0.703,1102.9411764705883,-30775.367647058825,-3.0775367647058824,2021,2,50.0,14.25,0.8051470588235295,204.04411764705884,2021-02-04 09:25:00
406,2021-02-08,Monday,2021-02-11,3,15050,P,126.7,09:15:00,194.35,0.05,2021-02-11,15:25:00,0,EOD exit,126.65,1.2675,443.45898004434594,55601.99556541021,5.56019955654102,2021,2,130.55,0.05,5.6164079822616415,83.42572062084258,2021-02-08 09:15:00
100,2021-02-09,Tuesday,2021-02-11,2,15200,C,60.4,14:55:00,125.85,0.05,2021-02-11,15:25:00,0,EOD exit,60.35,0.6044999999999999,458.36516424751727,27385.255920550044,2.7385255920550042,2021,2,74.0,0.05,2.766233766233767,87.08938120702827,2021-02-09 14:55:00
101,2021-02-12,Friday,2021-02-18,6,15200,C,86.85,13:55:00,144.4,144.4,2021-02-15,09:15:00,0,SL hit,-57.55000000000001,2.3125,521.28583840139,-31205.47350130322,-3.120547350130322,2021,2,159.85,86.85,0.0,99.0443092962641,2021-02-12 13:55:00
407,2021-02-15,Monday,2021-02-18,3,15250,P,87.5,09:15:00,133.75,133.75,2021-02-18,12:15:00,0,SL hit,-46.25,2.2125,648.6486486486486,-31435.135135135133,-3.1435135135135135,2021,2,154.75,35.15,3.395675675675676,123.64864864864865,2021-02-15 09:15:00
102,2021-02-17,Wednesday,2021-02-18,1,15300,C,45.85,09:25:00,78.0,78.0,2021-02-17,11:05:00,0,SL hit,-32.15,1.2385,933.1259720062209,-31155.676516329706,-3.1155676516329707,2021,2,79.5,37.0,0.8258164852255057,178.46034214618976,2021-02-17 09:25:00
103,2021-02-17,Wednesday,2021-02-18,1,15300,C,36.0,12:55:00,79.5,0.1,2021-02-18,15:25:00,0,EOD exit,35.9,0.36100000000000004,689.6551724137931,24509.655172413797,2.4509655172413796,2021,2,43.6,0.05,2.4793103448275864,131.89655172413794,2021-02-17 12:55:00
104,2021-02-19,Friday,2021-02-25,6,15100,C,89.0,13:55:00,163.1,0.1,2021-02-25,15:25:00,0,EOD exit,88.9,0.891,404.8582995951417,35631.17408906883,3.563117408906883,2021,2,99.0,0.05,3.601214574898786,76.41700404858301,2021-02-19 13:55:00
408,2021-02-24,Wednesday,2021-02-25,1,14700,P,43.1,09:55:00,84.0,0.05,2021-02-25,15:25:00,0,EOD exit,43.050000000000004,0.4315,733.4963325183375,31260.513447432768,3.126051344743277,2021,2,60.6,0.05,3.157701711491443,134.77995110024452,2021-02-24 09:55:00
105,2021-02-26,Friday,2021-03-04,6,14900,C,103.8,11:55:00,192.6,172.1,2021-03-03,09:15:00,0,Gap SL hit,-68.3,2.759,337.83783783783787,-24006.41891891892,-2.400641891891892,2021,3,226.9,58.95,1.5152027027027026,62.922297297297305,2021-02-26 11:55:00
409,2021-03-02,Tuesday,2021-03-04,2,14850,P,109.3,09:25:00,170.5,170.5,2021-03-02,11:15:00,0,SL hit,-61.2,2.798,490.19607843137254,-31371.568627450983,-3.137156862745098,2021,3,174.2,86.2,1.1323529411764703,90.99264705882352,2021-03-02 09:25:00
410,2021-03-03,Wednesday,2021-03-04,1,15050,P,66.95,10:25:00,103.55,103.55,2021-03-04,09:45:00,0,SL hit,-36.599999999999994,1.705,819.6721311475411,-31397.540983606556,-3.139754098360656,2021,3,112.5,12.45,4.467213114754099,154.20081967213116,2021-03-03 10:25:00
106,2021-03-05,Friday,2021-03-10,5,15000,C,149.35,13:45:00,256.0,174.05,2021-03-10,15:25:00,0,EOD exit,-24.700000000000017,3.234,281.2939521800281,-7857.66526019691,-0.7857665260196911,2021,3,232.9,61.55,2.4697609001406464,52.74261603375526,2021-03-05 13:45:00
411,2021-03-08,Monday,2021-03-10,2,15000,P,113.55,09:45:00,178.05,178.05,2021-03-08,13:35:00,0,SL hit,-64.50000000000001,2.9160000000000004,465.11627906976736,-31356.279069767443,-3.1356279069767443,2021,3,181.5,95.1,0.858139534883721,87.20930232558138,2021-03-08 09:45:00
412,2021-03-16,Tuesday,2021-03-18,2,14950,P,73.65,10:25:00,123.65,123.65,2021-03-16,13:05:00,0,SL hit,-50.0,1.973,600.0,-31183.8,-3.1183799999999997,2021,3,124.8,63.25,0.6240000000000003,112.12500000000001,2021-03-16 10:25:00
107,2021-03-17,Wednesday,2021-03-18,1,14950,C,62.0,10:05:00,94.8,0.05,2021-03-18,15:25:00,0,EOD exit,61.95,0.6204999999999999,914.6341463414635,56094.05487804879,5.609405487804879,2021,3,88.7,0.05,5.666158536585367,170.922256097561,2021-03-17 10:05:00
413,2021-03-18,Thursday,2021-03-18,0,14850,P,43.65,09:35:00,77.0,77.0,2021-03-18,10:25:00,0,SL hit,-33.35,1.2065000000000001,899.5502248875562,-31085.307346326834,-3.1085307346326836,2021,3,84.4,42.85,0.07196401799100424,166.97901049475263,2021-03-18 09:35:00
414,2021-03-18,Thursday,2021-03-18,0,14800,P,24.05,12:05:00,60.0,60.0,2021-03-18,13:05:00,0,SL hit,-35.95,0.8405,834.4923504867871,-30701.390820584144,-3.0701390820584145,2021,3,95.8,22.0,0.1710709318497914,154.38108484005562,2021-03-18 12:05:00
415,2021-03-22,Monday,2021-03-25,3,14700,P,107.15,15:05:00,206.0,206.0,2021-03-25,09:15:00,0,SL hit,-98.85,3.1315,303.49013657056145,-30950.379362670712,-3.0950379362670715,2021,3,255.0,39.25,2.0606980273141127,55.76631259484066,2021-03-22 15:05:00
108,2021-03-24,Wednesday,2021-03-25,1,14750,C,90.65,09:15:00,114.0,0.05,2021-03-25,15:25:00,0,EOD exit,90.60000000000001,0.907,1284.7965738758032,115237.25910064243,11.523725910064243,2021,3,93.05,0.05,11.640256959314778,236.88436830835124,2021-03-24 09:15:00
416,2021-03-26,Friday,2021-04-01,6,14500,P,127.35,11:45:00,206.5,0.05,2021-04-01,15:25:00,0,EOD exit,127.3,1.274,379.02716361339225,47767.27732154137,4.776727732154137,2021,4,151.85,0.05,4.825015792798483,68.69867340492735,2021-03-26 11:45:00
417,2021-04-07,Wednesday,2021-04-08,1,14700,P,72.15,09:45:00,131.85,0.05,2021-04-08,15:25:00,0,EOD exit,72.10000000000001,0.7220000000000001,502.51256281407046,35868.34170854273,3.586834170854273,2021,4,77.35,0.05,3.6231155778894486,92.33668341708545,2021-04-07 09:45:00
109,2021-04-08,Thursday,2021-04-08,0,14900,C,13.75,14:25:00,83.8,0.05,2021-04-08,15:25:00,0,EOD exit,13.7,0.138,428.2655246252677,5808.13704496788,0.5808137044967879,2021,4,16.85,0.05,0.5867237687366167,79.7644539614561,2021-04-08 14:25:00
110,2021-04-09,Friday,2021-04-15,6,14900,C,99.15,13:35:00,157.8,0.05,2021-04-15,15:25:00,0,EOD exit,99.10000000000001,0.9920000000000001,511.50895140664954,50183.120204603576,5.018312020460358,2021,4,115.4,0.05,5.069053708439897,95.26854219948846,2021-04-09 13:35:00
418,2021-04-16,Friday,2021-04-22,6,14550,P,83.05,14:15:00,167.9,321.0,2021-04-19,09:15:00,0,Gap SL hit,-237.95,4.0405,353.56511490866234,-85559.39893930465,-8.555939893930466,2021,4,384.9,78.95,0.14496169711255136,64.30465527401297,2021-04-16 14:15:00
111,2021-04-19,Monday,2021-04-22,3,14350,C,83.75,09:35:00,145.45,145.45,2021-04-19,13:55:00,0,SL hit,-61.69999999999999,2.292,486.22366288492714,-31114.424635332252,-3.1114424635332254,2021,4,152.95,79.45,0.20907617504051854,87.21636952998381,2021-04-19 09:35:00
419,2021-04-23,Friday,2021-04-29,6,14300,P,115.25,11:05:00,185.15,185.15,2021-04-23,14:35:00,0,SL hit,-69.9,3.004,429.18454935622316,-31289.270386266096,-3.1289270386266095,2021,4,186.25,111.0,0.18240343347639484,76.71673819742489,2021-04-23 11:05:00
112,2021-04-23,Friday,2021-04-29,6,14350,C,156.9,14:15:00,243.8,243.8,2021-04-26,09:25:00,0,SL hit,-86.9,4.007000000000001,345.22439585730723,-31383.31415420023,-3.1383314154200233,2021,4,265.5,127.0,1.0322209436133487,61.92462600690449,2021-04-23 14:15:00
420,2021-04-26,Monday,2021-04-29,3,14400,P,111.35,09:15:00,134.05,0.05,2021-04-29,15:25:00,0,EOD exit,111.3,1.1139999999999999,1321.5859030836993,145620.2643171805,14.562026431718051,2021,4,115.75,0.05,14.709251101321572,237.88546255506589,2021-04-26 09:15:00
113,2021-04-30,Friday,2021-05-06,6,14750,C,176.15,13:05:00,236.7,0.05,2021-05-06,15:25:00,0,EOD exit,176.1,1.7620000000000002,495.45829892650715,86377.2089182494,8.637720891824939,2021,5,183.0,0.05,8.72502064409579,91.35012386457475,2021-04-30 13:05:00
421,2021-05-06,Thursday,2021-05-06,0,14650,P,39.25,09:35:00,70.0,0.05,2021-05-06,15:25:00,0,EOD exit,39.2,0.39299999999999996,975.609756097561,37860.48780487805,3.786048780487805,2021,5,64.05,0.05,3.8243902439024398,178.65853658536585,2021-05-06 09:35:00
