,Stock Name,Trade Type,Entry Date,Entry Price,Exit Date,Exit Price,Points Captured,Qty,PnL,ROI%,Pct Change on Stock,Trade Year,Trade Number
101,HAVELLS,SHORT,2011-07-01,73.029999,2011-08-01,67.450005,-5.579993999999999,13693.003063028933,-76406.87493368305,-7.640687493368305,-7.640687493368306,2011,1S
102,HAVELLS,SHORT,2011-08-01,67.450005,2011-09-02,72.5,5.049994999999996,13693.003063028933,69149.59700328074,6.914959700328074,7.48701945982064,2011,1S
103,HAVELLS,SHORT,2011-09-02,72.5,2011-10-03,71.75,-0.75,13693.003063028933,-10269.7522972717,-1.02697522972717,-1.0344827586206897,2011,1S
104,HAVELLS,SHORT,2011-10-03,71.75,2011-11-01,81.879997,10.129997000000003,13693.003063028933,138710.07994947393,13.871007994947393,14.118462717770038,2011,1S
0,HAVELLS,LONG,2011-11-01,81.879997,2011-12-01,76.840004,-5.03999300000001,12212.995073754093,-61553.409680755234,-6.1553409680755236,-6.1553409680755236,2011,1L
1,HAVELLS,LONG,2011-12-01,76.840004,2012-01-02,96.540001,19.69999700000001,12212.995073754093,240595.96631397054,24.059596631397053,25.637683464982658,2011,1L
2,HAVELLS,LONG,2012-01-02,96.540001,2012-02-01,109.830009,13.290008,12212.995073754093,162310.80223415248,16.231080223415248,13.766322625167572,2011,1L
3,HAVELLS,LONG,2012-02-01,109.830009,2012-03-01,115.719994,5.889984999999996,12212.995073754093,71934.35778948545,7.193435778948546,5.36281937298211,2011,1L
4,HAVELLS,LONG,2012-03-01,115.719994,2012-04-02,112.330009,-3.389984999999996,12212.995073754093,-41401.87010510022,-4.140187010510022,-2.9294721532736996,2011,1L
5,HAVELLS,LONG,2012-04-02,112.330009,2012-05-02,112.640007,0.3099979999999931,12212.995073754093,3786.0040468735374,0.37860040468735373,0.2759707782094036,2011,1L
6,HAVELLS,LONG,2012-05-02,112.640007,2012-06-01,116.130005,3.489998,12212.995073754093,42623.32838141164,4.262332838141163,3.0983645091570353,2011,1L
7,HAVELLS,LONG,2012-06-01,116.130005,2012-07-02,108.25,-7.880004999999997,12212.995073754093,-96238.4622461576,-9.62384622461576,-6.785503023098981,2011,1L
8,HAVELLS,LONG,2012-07-02,108.25,2012-08-01,109.57,1.3199999999999932,12212.995073754093,16121.153497355319,1.6121153497355318,1.2193995381062293,2011,1L
9,HAVELLS,LONG,2012-08-01,109.57,2012-09-03,125.669998,16.099998000000014,12212.995073754093,196629.1962614509,19.662919626145094,14.693801222962502,2011,1L
10,HAVELLS,LONG,2012-09-03,125.669998,2012-10-01,116.360001,-9.30999700000001,12212.995073754093,-113702.9474976655,-11.37029474976655,-7.408289287949228,2011,1L
11,HAVELLS,LONG,2012-10-01,116.360001,2012-11-01,115.860001,-0.5,12212.995073754093,-6106.4975368770465,-0.6106497536877046,-0.4297009244611471,2011,1L
12,HAVELLS,LONG,2012-11-01,115.860001,2012-12-03,128.619995,12.759993999999992,12212.995073754093,155837.74386313168,15.583774386313168,11.013286630301335,2011,1L
13,HAVELLS,LONG,2012-12-03,128.619995,2013-01-01,132.400009,3.7800140000000226,12212.995073754093,46165.29236072178,4.616529236072179,2.9389007517843733,2011,1L
14,HAVELLS,LONG,2013-01-01,132.400009,2013-02-01,120.75,-11.650009000000011,12212.995073754093,-142281.50252619098,-14.228150252619098,-8.79909985504609,2011,1L
15,HAVELLS,LONG,2013-02-01,120.75,2013-03-01,119.290001,-1.4599989999999963,12212.995073754093,-17830.960594685857,-1.7830960594685856,-1.2091089026915083,2011,1L
16,HAVELLS,LONG,2013-03-01,119.290001,2013-04-01,130.919998,11.629996999999989,12212.995073754093,142037.09606877476,14.203709606877476,9.749347726135058,2011,1L
17,HAVELLS,LONG,2013-04-01,130.919998,2013-05-02,142.970001,12.050003000000004,12212.995073754093,147166.6272777221,14.716662727772208,9.20409653535131,2011,1L
18,HAVELLS,LONG,2013-05-02,142.970001,2013-06-03,147.319992,4.349991000000017,12212.995073754093,53126.41865387485,5.3126418653874845,3.0425900325761464,2011,1L
19,HAVELLS,LONG,2013-06-03,147.319992,2013-07-01,122.780006,-24.539986000000013,12212.995073754093,-299706.7281279946,-29.97067281279946,-16.657607475297727,2011,1L
105,HAVELLS,SHORT,2013-07-01,122.780006,2013-08-01,120.360001,-2.4200050000000033,8144.64856761776,-19710.090256877844,-1.9710090256877846,-1.9710090256877846,2013,2S
106,HAVELLS,SHORT,2013-08-01,120.360001,2013-09-02,127.960005,7.600003999999998,8144.64856761776,61899.361692489234,6.189936169248924,6.314393433745484,2013,2S
107,HAVELLS,SHORT,2013-09-02,127.960005,2013-10-01,148.990005,21.03,8144.64856761776,171281.9593770015,17.12819593770015,16.434822740121028,2013,2S
20,HAVELLS,LONG,2013-10-01,148.990005,2013-11-01,152.290009,3.3000040000000013,6711.859631120893,22149.16363013748,2.214916363013748,2.214916363013748,2013,2L
21,HAVELLS,LONG,2013-11-01,152.290009,2013-12-02,159.319992,7.029983000000016,6711.859631120893,47184.25910516625,4.718425910516625,4.616181354352678,2013,2L
22,HAVELLS,LONG,2013-12-02,159.319992,2014-01-01,156.480011,-2.839981000000023,6711.859631120893,-19061.5538270505,-1.90615538270505,-1.7825641116025304,2013,2L
23,HAVELLS,LONG,2014-01-01,156.480011,2014-02-03,154.669998,-1.8100129999999979,6711.859631120893,-12148.553186504007,-1.2148553186504005,-1.1567055679718723,2013,2L
24,HAVELLS,LONG,2014-02-03,154.669998,2014-03-03,187.25,32.58000200000001,6711.859631120893,218672.400205638,21.8672400205638,21.06420276801194,2013,2L
25,HAVELLS,LONG,2014-03-03,187.25,2014-04-01,187.419998,0.16999799999999254,6711.859631120893,1141.0027135712396,0.11410027135712396,0.09078664886514956,2013,2L
